Date,1M,3M,6M,1Y,2Y,3Y,4Y,5Y,7Y,10Y,20Y
1/10/2012,1.25,1.3615,1.8035,2,2.325,3.5343,4.4,4.415,4.7495,5.2125,6.0445
1/9/2012,1.3,1.45,1.675,1.8001,2.375,3.6,4.3522,4.3993,4.7652,5.1711,6.0319
1/6/2012,1.825,1.272,1.425,1.5827,2.175,3.486,4.2228,4.375,4.827,5.1875,6.068
1/5/2012,1.825,1.275,1.425,1.4628,2.2561,3.15,4.3724,4.3614,4.7814,5.0864,5.9761
1/4/2012,1.85,1.315,1.475,1.505,2.16,3.16,4.165,4.45,4.7679,5.166,6.0588
1/3/2012,1.865,1.325,1.5,1.525,2.165,3.165,4.175,4.475,4.799,5.236,6.195
1/2/2012,1.875,1.35,1.525,1.525,2.17,3.17,4.185,4.4892,4.715,5.1606,6.2084
12/29/2011,2,1.375,1.55,1.5797,2.1725,3.1725,4.195,4.2073,4.675,5.0839,6.1035
12/28/2011,1.7,1.45,1.55,1.775,2.175,3.175,4.2,4.615,4.725,5.1459,6.0801
12/27/2011,2,1.45,1.55,1.6875,2.175,3.175,4.2,4.5,4.725,5.15,6.115
12/26/2011,1.7555,1.45,1.5995,1.3639,2.185,3.185,4.215,4.5,4.7,5.1471,6.0992
12/23/2011,2.015,1.45,1.6,1.475,2.195,3.195,4.2175,4.5,4.6786,5.1561,6.0978
12/22/2011,2.02,1.475,1.625,1.495,2.2,3.2,4.2,4.525,4.6794,5.1332,5.9825
12/21/2011,2.025,1.5,1.625,1.5,2.215,3.215,4.215,4.5475,4.7,5.1225,5.9794
12/20/2011,2.025,1.5,1.625,1.5,2.215,3.215,4.215,4.5475,4.7005,5.1486,6.0295
12/19/2011,2.025,1.5,1.75,1.2499,2.215,3.215,4.215,4.475,4.75,5.2931,6.1058
12/16/2011,2.025,1.595,1.765,1.455,2.225,3.22,4.23,4.5,4.8227,5.3987,6.2354
12/15/2011,2.025,1.595,1.765,1.455,2.225,3.225,4.23,4.5562,4.885,5.4281,6.2962
12/14/2011,2.025,1.6,1.6988,1.465,2.25,3.225,4.6088,4.5864,4.8995,5.4673,6.3015
12/13/2011,2.025,1.5068,1.715,1.495,2.3,3.2059,4.265,4.61,4.8833,5.4286,6.2513
12/12/2011,2.025,1.625,1.5,1.5,2.9838,3.25,4.275,4.61,4.9,5.3921,6.2479
12/9/2011,2.025,1.5,1.3,1.5,2.265,3.275,4.3,4.625,4.9,5.4138,6.2492
12/8/2011,2.0125,1.4985,1.3,1.4975,2.265,3.265,4.5351,4.5585,4.9,5.4914,6.3724
12/7/2011,2.0125,1.3336,1.325,1.5,2.3266,3.275,4.2219,4.6284,4.99,5.5726,6.4343
12/6/2011,2.015,1.378,1.345,1.2679,2.295,3.295,4.275,4.68,4.9242,5.5876,6.5471
12/5/2011,2.025,1.5344,1.35,1.45,2.5901,3.5307,4.3,4.69,5.175,5.6422,6.6461
12/2/2011,2.1,2.1,1.45,1.55,2.35,3.325,4.325,4.715,4.975,5.5924,6.6365
12/1/2011,2.025,2.075,1.4,1.525,2.2794,3.325,4.2687,4.6109,4.9569,5.5871,6.6101
11/29/2011,2.025,2.1646,1.4,1.55,2.325,3.325,4.3,4.77,4.98,5.6639,6.6976
11/28/2011,2.035,1.2827,1.425,1.575,2.35,3.335,4.6,4.711,5,5.6785,6.7821
11/25/2011,2.05,1.8708,1.5,1.425,2.4,3.35,4.35,4.775,5,5.6864,6.8253
11/24/2011,2.05,1.351,1.2605,1.2994,2.4,3.4,4.35,4.7413,5.0052,5.707,6.8396
11/23/2011,2.015,1.135,1.155,1.2475,2.35,3.35,4.4274,4.695,5.015,5.7339,6.8625
11/22/2011,2.05,1.2686,1.2,1.2612,2.45,3.45,4.445,4.6997,5.0195,5.7096,6.8711
11/21/2011,2.045,1.185,1.185,1.195,2.45,3.45,4.445,4.705,5.015,5.705,6.8782
11/18/2011,2.045,1.2,1.2,1.2,2.4798,3.614,4.45,4.7075,5.0145,5.6905,6.8878
11/17/2011,1.7105,1.0404,1.2,1.2,2.45,3.45,4.45,4.7116,5.01,5.6849,6.8983
11/16/2011,2.015,1.135,1.06,1.0246,2.487,3.5,4.45,4.7001,5.015,5.71,6.8813
11/15/2011,2.0125,1.0105,1.0524,1.25,2.5,3.5479,4.4772,4.7138,5.0175,5.6522,6.8746
11/14/2011,2.015,1,1.1,1.175,2.5,3.45,4.375,4.675,5.0039,5.6749,6.8526
11/11/2011,2.015,0.865,1.04,1.175,2.51,3.4513,4.375,4.765,5.02,5.7037,6.8781
11/10/2011,2.025,0.87,1.0445,1.185,2.515,3.475,4.4,4.775,5.0263,5.7247,6.8875
11/9/2011,2.025,0.875,1.05,1.2,2.525,3.45,4.4,4.7556,5.0085,5.73,6.8825
11/8/2011,2.025,0.875,1.075,1.225,2.545,3.55,4.415,4.68,5.0433,5.7006,6.889
11/4/2011,2.05,0.9,1.1,1.225,2.55,3.4964,4.425,4.685,4.98,5.75,6.9332
11/3/2011,2.1,0.7458,1.0201,1.0968,2.575,3.575,4.475,4.7,4.985,5.7685,6.9529
11/2/2011,2.125,1.05,1.25,1.45,2.6,3.6,4.5,5.0496,4.995,5.7215,6.8701
10/28/2011,2.2,1.115,1.45,1.575,2.4607,3.6206,4.4,4.6301,4.9875,5.6929,6.7955
10/27/2011,1.4048,1.395,1.595,1.7,2.575,3.65,4.505,4.7523,4.995,5.728,6.852
10/26/2011,2.375,1.42,1.62,1.75,2.6,3.675,4.525,4.7875,4.995,5.7248,6.9285
10/25/2011,2.45,1.45,2.1535,1.7,2.6,3.7,4.55,4.8047,5,5.7552,6.9876
10/24/2011,2.475,1.495,1.7,1.75,2.6,3.728,4.7255,4.8025,5.08,5.7658,7.0257
10/21/2011,2.5,1.55,1.7,1.75,3.1416,3.7,4.85,4.7957,5,5.7598,7.0235
10/20/2011,2.525,1.6,1.75,1.8,2.6,3.7,4.525,4.8091,5,5.7616,6.9999
10/19/2011,2.575,1.7,1.875,1.7454,2.6,3.8564,4.6672,4.8864,5,5.7819,7.0133
10/18/2011,2.117,1.95,2,2,2.6,3.9354,4.4577,4.9547,5,5.79,6.9921
10/17/2011,2.9311,2.5,2.475,2.5,2.625,4.0011,4.55,4.975,5,5.7895,6.9706
10/14/2011,3.375,2.6,2.475,2.5,2.625,3.9439,4.6,4.9752,5,5.7677,6.9667
10/13/2011,3.25,2.6,2.475,2.5,2.625,3.7132,4.6,4.9501,5,5.774,6.9246
10/12/2011,3,2.65,2.475,2.5,2.625,3.6852,4.6,4.905,4.985,5.7312,6.8907
10/11/2011,2.8,2.65,2.475,2.5,2.625,3.8,4.5175,4.8979,4.995,5.7233,6.8798
10/10/2011,2.375,2.7,2.5,3.6594,2.75,3.8,4.65,5,5,5.822,7.0066
10/7/2011,3.75,2.7,2.5,2.5,2.65,3.75,4.65,5.036,4.985,5.8937,7.1642
10/6/2011,3.75,2.5425,2.5,2.5,2.65,3.7,4.6,5.05,5,5.9515,7.1995
10/5/2011,2.5277,2.6289,2.325,3.4723,2.65,3.65,4.6,5.0288,5.125,6,7.2782
10/4/2011,3.875,2.4863,2.375,1.875,2.7,3.7,4.6,5.2,5,6.0488,7.3093
10/3/2011,3.875,3.125,2.25,1.75,2.6,3.375,4.57,5.125,5,6.0207,7.3102
9/30/2011,3.75,2.745,2,1.5,2.5,3.25,4.53,5.075,5.1,5.8611,7.2878
9/29/2011,3.25,2.695,2,1.5,2.55,3.25,4.565,5.1,5,6,7.3556
9/28/2011,3.519,3,1.985,1.475,2.525,3.25,4.53,5.0328,5,6.02,7.4131
9/26/2011,4.5,2.35,1.1579,1.475,2.55,3.7754,4.6435,5.1493,5,6.0406,7.4876
9/23/2011,3.4088,1.9002,0.825,1.485,2.625,3.25,4.525,5.1192,5,6.3,7.4804
9/22/2011,2.6639,0.7,0.825,1.5,2.625,2.7,4.55,4.9434,5.2,5.9143,7.3426
9/21/2011,2.75,0.715,0.865,1.272,3,2.725,4.575,4.964,5.025,5.9822,7.3971
9/20/2011,2.7942,0.725,0.875,1.65,2.8729,2.75,4.625,5.1006,5.15,6.3083,7.4655
9/19/2011,2.5053,0.7,0.725,1.7426,3.2032,2.75,4.5507,4.825,5,5.9788,7.3987
9/16/2011,2.1721,0.4,0.58,0.85,2.5,2.875,4.5029,4.75,4.8873,5.8153,7.2512
9/15/2011,1.5182,0.4,0.58,0.85,2.6,2.875,4.4012,4.6712,4.8731,5.7624,7.149
9/14/2011,1,0.4,0.58,0.85,2.5666,2.825,4.2991,4.6188,4.85,5.6083,7.0542
9/13/2011,1,0.4,0.58,0.85,2.15,2.825,4.1871,4.575,4.85,5.5142,7.0494
9/12/2011,1,0.375,0.59,0.875,2.2,2.85,4.4832,4.5591,4.875,5.5221,7.0691
9/9/2011,1,0.3872,0.5927,0.877,2.225,2.875,4.2014,4.5636,4.865,5.5643,7.1268
9/8/2011,1,0.435,0.6092,0.8727,2.25,2.9,4.3522,4.5893,4.875,5.6,7.1221
9/7/2011,1,0.3956,0.65,0.8687,2.275,2.925,4.3,4.6018,4.875,5.6,7.1541
9/6/2011,1,0.4221,0.5653,0.9619,2.495,2.975,4.2793,4.5015,4.7785,5.4943,7.0507
9/5/2011,1,0.625,0.6641,1.125,2.375,2.995,4.338,4.5839,4.8715,5.5531,7.266
9/2/2011,0.75,0.85,0.95,1.35,2.5,3.015,4.25,4.6174,4.8709,5.6309,7.3577
9/1/2011,1.195,0.925,0.985,1.375,2.55,3.025,4.3755,4.345,4.9468,5.6896,7.4763
8/31/2011,1.195,0.95,0.995,1.5491,2.585,3.025,4.235,4.345,4.9548,5.7315,7.5441
8/26/2011,1.2,0.8129,0.9692,1.4574,2.65,3.05,4.245,4.35,5,5.768,7.5605
8/25/2011,1.2,0.8558,1.0992,1.5,2.7,3.07,4.2466,4.625,5,5.7602,7.5503
8/24/2011,1.2,0.8371,0.9841,1.4382,2.75,3.1,4.25,4.45,5,5.7989,7.5691
8/23/2011,1.2,0.9258,1.025,1.4959,2.775,3.1,4.3935,4.475,5,5.7305,7.5273
8/22/2011,1.245,0.9479,1.0047,2.2876,2.85,3.125,4.447,4.475,5,5.6922,7.5105
8/19/2011,2.125,1.85,1.975,2.39,3.025,3.275,4.25,4.5,4.98,5.6871,7.5313
8/18/2011,2.125,1.5137,1.9989,2.3792,3.05,3.3,4.25,4.5,5,5.7158,7.5663
8/17/2011,2.125,1.585,2.05,2.4144,3.0582,3.35,4.355,4.5,5,5.7717,7.6434
8/16/2011,2.15,1.85,2.1001,2.505,3.1095,3.375,4.285,4.55,5.0962,5.8351,7.7156
8/15/2011,2.2,1.875,2.3135,2.6,3.2141,3.4,4.5,4.625,5.167,5.8749,7.7759
8/12/2011,1.9818,1.875,2.2058,2.8632,3.2066,3.45,4.475,4.6,5.1893,5.9113,7.8556
8/11/2011,2.9975,1.8174,2.175,2.65,3.3628,3.665,4.6,4.625,5.2152,5.9573,7.9125
8/10/2011,1.9752,1.9999,2.1405,2.6884,3.3565,3.675,4.596,4.675,5.2188,5.9612,7.9015
8/9/2011,3.175,2.0657,2.2482,3.178,3.5325,3.7,4.5777,4.675,5.2776,6.0336,7.9121
8/8/2011,3.175,2.25,2.5,3,3.603,3.7,4.485,4.685,5.2157,5.9084,7.8687
8/5/2011,3.2,2.425,2.725,3.115,3.4885,3.715,4.525,4.715,5.2201,5.9408,7.8627
8/4/2011,3,2.3491,2.539,3.025,3.575,3.715,4.45,4.715,5.1943,5.9023,7.8037
8/3/2011,3,2.375,2.675,3.1,3.6218,3.715,4.45,4.715,5.1785,5.9071,7.796
8/2/2011,3,2.4,2.7,3.05,3.4659,3.725,4.4741,4.675,5.152,5.8998,7.7941
8/1/2011,3.1,2.2926,2.6,3.05,3.6049,3.75,4.5177,4.7,5.265,6.0131,7.9109
7/29/2011,3.125,2.425,2.6572,3.075,3.5638,3.875,4.565,4.715,5.3266,6.0762,7.9294
7/28/2011,3,2.2997,2.6599,3.1,3.7333,3.925,4.585,4.725,5.2874,6.0482,7.9338
7/27/2011,2.745,2.25,2.6532,2.9986,3.375,3.95,4.55,4.75,5.3163,6.0657,7.9398
7/26/2011,2.575,2.4766,2.726,2.962,3.5,3.9616,4.575,4.7757,5.3756,6.1307,7.977
7/25/2011,3,2.55,2.725,3.0023,3.3825,3.8668,4.5516,4.65,5.3232,6.17,7.9826
7/22/2011,2.5608,2.6,2.7,3.15,3.5,4,4.5102,4.5956,5.3356,6.1133,7.9606
7/21/2011,3,2.3999,2.685,3.0637,3.5325,4,4.6849,4.6769,5.4272,6.1398,8.0289
7/20/2011,3,1.9969,2.715,3.175,3.5,4.015,4.7479,4.725,5.4597,6.175,8.0867
7/19/2011,3,2.65,2.75,3.0731,3.5391,4.02,4.75,4.6697,5.4814,6.3,8.1154
7/18/2011,3,2.675,2.6489,3.185,3.5,4.02,4.675,4.725,5.5,6.25,8.1281
7/15/2011,3,2.845,2.875,3.195,3.5,4.02,4.675,4.78,5.5,6.1508,8.125
7/14/2011,3,3,2.7097,3.1564,3.525,4.05,4.71,4.745,5.595,6.2005,8.15
7/13/2011,2.1717,3,2.585,3.1769,3.4429,3.9982,4.75,4.7538,5.6,6.2389,8.135
7/12/2011,3.5,2.4764,2.7443,3.4,3.475,4.0717,4.7185,4.7232,5.5901,6.2121,8.15
7/11/2011,3.5,2.553,2.7801,3.125,3.4541,3.9832,4.7045,4.7002,5.5908,6.25,8.125
7/8/2011,3.5,3,2.75,3.1,3.525,3.9485,4.6574,4.6825,5.5439,6.2158,8.135
7/7/2011,3.5,3,3,3.1,3.55,4.0258,4.71,4.6991,5.5799,6.2624,8.125
7/6/2011,3.5,3,3,3.1,3.4981,3.9976,4.725,4.7013,5.6007,6.1767,8.15
7/5/2011,3.5,3,3,3.225,3.7,4.0607,4.7211,4.7082,5.4669,6.1744,8.175
7/4/2011,3.1,3,3,3.075,3.625,4.1124,4.5976,4.731,5.5212,6.1593,8.15
7/1/2011,3.5,2.7986,3,3.1,3.775,4.1801,4.7052,4.7794,5.6368,6.2471,8.1
6/30/2011,3.5,2.8498,3,3.125,3.8584,4.2769,4.8051,4.915,5.6952,6.3099,8.1
6/29/2011,3.55,2.9,3,3,3.9193,4.368,4.8059,4.9641,5.7348,6.324,8.1
6/28/2011,3.5,3,3.125,3,3.9,4.4174,4.95,4.9699,5.7761,6.4511,8.1
6/27/2011,3.025,3.15,3.125,3.275,3.95,4.4017,4.8512,4.9509,5.7548,6.3625,8.1
6/24/2011,3.375,3,3.125,3.125,3.885,4.5006,4.9031,5.0346,5.7427,6.3176,8
6/23/2011,2.9142,3,3.125,3.125,3.9197,4.6248,5.0724,5.1856,5.8757,6.4908,8.1
6/22/2011,3.1713,2.7925,3.125,3.125,3.9008,4.6965,5.085,5.2287,5.86,6.398,8.1
6/21/2011,3.117,3.1451,3.25,3.125,4.0027,4.7019,5.0976,5.2451,5.8217,6.423,8
6/17/2011,3.1816,3.045,3.2,3.225,4.0032,4.7125,5.1022,5.1868,5.8238,6.2657,8
6/16/2011,3.5,3.1,3.25,3.25,4.1189,4.7812,5.2,5.2242,5.8389,6.45,8
6/15/2011,3.5,3.05,3.125,3.25,4.0315,4.7166,5.1675,5.375,5.8536,6.2904,8
6/14/2011,3.45,3.05,3.2,3.375,3.8007,4.8289,5.2,5.35,5.8725,6.43,8
6/13/2011,3.375,3.1,3.25,3.625,4.26,4.7267,5.1965,5.3,5.8348,6.2971,8.125
6/10/2011,3.15,2.725,3.2,3.35,4.2,4.7342,5.125,5.1316,5.8132,6.1993,7.95
6/9/2011,2.8609,2.104,2.815,3,4.205,4.7234,5.14,5.1453,5.8172,6.1852,7.95
6/8/2011,2.7,2.37,2.815,2.7999,4,4.7777,5.1302,5.1882,5.8668,6.2011,7.995
6/7/2011,2.7,2.15,2.825,3.05,4.35,4.916,5.35,5.1833,5.8754,6.2783,8
6/6/2011,2.75,2.4,2.875,3.1,4.1601,4.9538,5.4,5.3838,5.9983,6.5,8.025
6/3/2011,2.75,2.4,2.875,3.1,4.4,4.969,5.35,5.5,6,6.376,8.05
6/2/2011,2.75,2.4,2.875,3.1,4.1061,4.947,5.1473,5.5,5.9251,6.3631,8.025
6/1/2011,2.75,2.0411,2.3014,3.1,4.3,4.9336,5.1405,5.2642,5.8877,6.2971,7.975
5/31/2011,2.75,2.189,2.3749,2.6815,4.3,4.9187,5.1484,5.2608,5.8731,6.2714,7.975
5/30/2011,2.45,2.325,2.6,2.9,4.4,4.925,5.143,5.1332,5.8458,6.244,7.985
5/27/2011,2.375,1.975,2.385,2.6,4.0937,4.92,5.235,5.2122,5.8681,6.2664,7.99
5/26/2011,2.25,1.9729,2.425,2.531,4.063,4.8999,5.175,5.2286,5.8793,6.2897,8
5/25/2011,2.25,1.975,2.425,2.65,4.115,4.8997,5.1374,5.175,5.94,6.2,7.6995
5/24/2011,2.25,1.975,2.45,2.695,4.115,4.9377,5.1258,5.225,5.875,6.3069,7.7125
5/23/2011,2.1014,1.965,2.365,2.695,4.115,4.955,5.2451,5.15,5.875,6.2835,8
5/20/2011,2.225,1.9243,2.385,2.7,4.115,4.9451,5.2995,5.15,5.875,6.3234,8
5/19/2011,2.225,2.175,2.415,2.1624,4.4586,4.9626,5.2,5.1564,5.925,6.2702,8
5/18/2011,2.225,1.8665,2.415,2.3648,4.115,4.985,5.3,5.225,5.8553,6.3346,8
5/17/2011,2.225,2.2,2.45,2.352,4.125,5.0779,5.025,5.2515,5.9182,6.4397,7.95
5/16/2011,2.1045,2.05,2.25,2.85,4.25,4.8685,5.3,5.529,5.9,6.3453,8
5/13/2011,1.75,1.5,1.875,2.2996,4.125,4.8547,5.3,5.175,5.9,6.0555,8
5/12/2011,1.8109,1.375,1.825,2.5931,4.15,4.8212,5.0415,5.2,5.85,6.2404,8
5/11/2011,1.625,1.625,1.75,2.575,4.1363,4.8346,5.375,5.375,5.877,6.2872,8
5/10/2011,1.5707,1.3092,1.625,2.2776,4.1376,4.8908,5.375,5.2138,5.9,6.3944,8
5/9/2011,1.4,0.6083,1.575,2.375,3.85,4.8684,5.375,5.25,5.925,6.2558,8
5/6/2011,1.25,0.6811,1.375,2.2,3.75,4.6897,5.25,5.0422,5.875,6.3024,8
5/5/2011,1.2412,0.6,1.375,2.0001,3.675,4.7,5.125,5.0529,5.8057,6.3011,8
5/4/2011,1.2,0.5121,0.949,2.1,3.4478,4.645,5,5.01,5.7577,6.3292,8
5/3/2011,0.5919,0.4878,0.9243,1.9723,3.3937,4.5516,5,4.9989,5.7576,6.2076,8
5/2/2011,1.125,0.725,1.025,1.9835,3.375,4.437,5,4.8864,5.7274,6.1037,7.7
4/29/2011,1.005,0.6,0.895,2.144,3.0998,4.4507,4.965,4.8887,5.6967,6.1411,7.95
4/28/2011,1.015,0.6204,0.905,1.9967,3.42,4.4589,5,4.9609,5.7085,6.2224,8
4/27/2011,0.575,0.626,0.915,2.059,3.425,4.5269,5,4.9055,5.75,6.3806,7.995
4/26/2011,1.15,0.7,0.8597,1.9268,3.45,4.5406,5.1,5.0057,5.8664,6.4065,8
4/25/2011,1.15,0.7,0.8414,1.9362,3.475,4.585,5.125,5.05,5.8473,6.4163,8
4/20/2011,0.6851,0.6783,0.7582,1.92,3.4775,4.5714,5.095,4.9993,5.995,6.3898,7.8
4/19/2011,1.2746,0.668,0.95,1.931,3.5,4.6131,5.1,5.175,5.8873,6.3495,8
4/18/2011,1.075,0.825,0.85,1.9367,3.5283,4.5693,5.1,5.0065,6.0056,6.3599,7.65
4/15/2011,1.075,0.825,0.925,1.9798,3.5582,4.6266,5.0925,5.0308,6.036,6.4982,7.755
4/14/2011,1.1,0.85,0.95,1.975,3.6693,4.682,5.3333,5.123,6.1481,6.4652,7.7
4/13/2011,1.15,0.875,1.0413,1.975,3.402,4.7547,5.375,5.3809,6.2369,6.4817,7.8542
4/12/2011,1.15,0.895,1.03,2.025,3.825,4.7991,5.4,5.4403,6.3296,6.6775,7.8717
4/11/2011,1.2,0.92,1.045,2.075,3.85,4.7717,5.525,5.355,6.325,6.732,8
4/8/2011,1.2,0.925,0.9923,2.0411,3.875,4.7335,5.43,5.3077,6.25,6.6153,7.8629
4/7/2011,1.215,0.9688,1.0746,2.1188,3.6445,4.7189,5.345,5.1522,6.285,6.5329,7.99
4/6/2011,1.175,0.8112,1.0932,2.1334,3.9329,4.6995,5.345,5.0317,6.1288,6.344,7.8654
4/5/2011,1.215,0.8702,1.1704,2.1627,4.1,4.9624,5.721,5.4667,6.385,6.8197,7.827
4/4/2011,1.165,1.1,1.205,2.225,4.2643,5.0335,5.65,5.6542,6.375,7.05,8.125
4/1/2011,1.165,1.02,1.1165,2.225,4.125,5.0251,5.685,5.6742,6.375,6.9721,8.115
3/31/2011,1.175,1.04,1.225,2.25,4.175,5.0323,5.6,5.6888,6.5,6.9712,7.8975
3/30/2011,1.2,1.085,1.295,2.1174,4.2744,5.0468,5.7,5.7456,6.535,6.9896,8.115
3/29/2011,1.1,1.095,1.2331,2.5321,4.225,5.0346,5.5265,5.7236,6.55,6.9851,8.125
3/28/2011,1.1,1.1,1.25,2.585,4.1239,5.0294,5.55,5.6995,6.55,6.9735,7.9
3/25/2011,1.25,0.9532,1.2109,2.5621,4.25,5.0344,5.5822,5.7751,6.55,7.042,8.1
3/24/2011,1.35,0.9664,1.475,2.765,4.325,5.0979,5.7045,5.8473,6.7,7.0438,7.99
3/23/2011,1.365,1.018,1.3725,2.7765,4.35,5.0752,5.725,5.8363,6.725,7.2,8.15
3/22/2011,1.1445,1.0347,1.5198,2.7456,4.4,5.0725,5.6982,5.8481,6.775,7.1961,8.15
3/21/2011,1.5612,1.4,1.85,2.7442,4.1991,5.0957,5.725,5.9103,6.795,7.2031,8.0725
3/18/2011,1.625,1.4,1.9,2.75,4.1921,5.1191,5.6953,5.8987,6.825,7.2575,8.0975
3/17/2011,1.3606,1.4,1.9,2.75,4.2022,5.1519,5.7291,5.9773,6.875,7.3154,8.0967
3/16/2011,1.725,1.4,1.9,2.8,4.2496,5.1566,5.7526,5.9718,6.895,7.099,8.0676
3/15/2011,1.735,1.4,1.9,2.825,4.2914,5.2014,5.8492,6.0452,6.925,7.285,8.4
3/14/2011,1.5107,1.375,1.935,2.875,4.6,5.245,5.8807,6.0355,6.925,7.35,8.445
3/11/2011,1.3352,1.295,1.875,2.875,4.5733,5.2,5.7961,5.985,6.95,7.375,8.12
3/10/2011,1.2199,1.1,1.675,2.75,4.3686,5.18,5.7878,6.0074,6.95,7.375,8.225
3/9/2011,1.1249,1.125,1.5627,2.4824,4.2273,5.1236,5.935,5.9637,6.975,7.371,8.24
3/8/2011,1.0003,1.0483,1.5857,2.5184,4.2402,5.1505,5.7466,5.9898,6.8162,7.35,8.35
3/7/2011,1.1199,1.1794,1.6875,3,4.6,5.1926,5.756,6.0237,6.95,7.3694,8.35
3/4/2011,1.4,1.4047,1.75,3.1,4.6,5.2237,5.8925,6.1903,6.85,7.3482,8.35
3/3/2011,1.35,1.335,2.1,3.4718,4.3185,5.2016,5.6814,6.2207,6.775,7.339,8.35
3/2/2011,1.4,1.5901,2.2453,3.3334,4.3783,5.1891,5.5003,6.1799,6.875,7.0998,8.35
3/1/2011,1.635,1.4434,2.0835,3.05,4.625,5.1983,5.875,6.2411,6.75,7.1,8.35
2/28/2011,1.65,1.65,2.1,3.3045,4.55,5.2419,5.85,6.2097,6.75,7.1,8.25
2/25/2011,1.75,1.73,2.1616,3.1,4.6106,5.2089,5.95,6.1868,6.85,7.2,8.35
2/24/2011,1.75,1.4082,2.375,3.175,4.5683,5.2004,6,6.1671,6.875,7.2,8
2/23/2011,2,1.5467,2.2685,3.0087,4.5165,5.225,6,6.0581,7,6.8498,8.3
2/22/2011,2.35,1.5672,2.5,3.375,4.4966,5.1909,6,6.0169,7,6.8625,8.0104
2/21/2011,2.625,2.5,2.3587,3.35,4.75,5.3944,5.95,6.0752,7,6.7185,8.25
2/18/2011,3,3,3,3.6,4.625,5.0023,5.9,6.0337,7,6.8869,8.35
2/17/2011,3,3,3.2,3.5,4.5,5.275,5.875,6.1487,7,7.25,8.35
2/16/2011,3.025,3.1,3,3.875,4.75,5.26,5.5458,6.0308,6.5349,6.735,8.35
2/15/2011,3.25,3.1,3.25,3.875,4.75,5.25,5.6012,6.1273,6.418,6.7467,8.4
2/14/2011,3.375,3.375,3.4,4.25,4.75,5.2509,5.8237,6.1031,6.875,6.8466,8.4
2/11/2011,3.5,3.5,3.5,4.25,4.75,5.1964,5.65,5.8708,6.55,6.3357,8.35
2/10/2011,2.5,2.5,2.4116,4.125,4.625,5.0086,5.687,5.8066,6.4691,6.7,7.8496
2/9/2011,3.5,3.25,2.5439,4.125,4.625,5.0944,5.6899,5.7902,6.6,6.85,8.3
2/8/2011,2.2836,2.227,2.9007,4,4.5,5.0897,5.5436,5.7173,6.4129,6.2666,8.15
2/7/2011,3.375,2.821,3.0583,4,4.625,5.0516,5.475,5.6,6.24,6.75,8.125
2/4/2011,3.375,2.5129,2.7075,4,4.625,5.015,5.475,5.488,6.1929,6.252,8.25
2/3/2011,3.375,3.375,3.625,4,4.625,4.9939,5.3712,5.475,6.4,6.406,8.35
2/2/2011,3.375,3.375,3.625,4,4.6002,5.0005,5.3936,5.4367,6.4,6.1768,8.35
2/1/2011,3.2,3.2,3.5106,3.75,4.2506,4.9735,5.4339,5.5,6.2368,6.2714,8.35
1/31/2011,3.2,3.2,3.2,3.75,4.625,4.8528,5.4109,5.3563,6.2352,6.2677,8.35
1/28/2011,3.125,3.125,3.2,3.6,4.7,4.8547,5.388,5.346,6.0605,6.2548,8.35
1/27/2011,2.6121,2.7166,3.25,3.75,4.875,5.0075,5.426,5.5695,6.75,6.1951,8.4
1/26/2011,3.25,2.3749,3.25,3.247,4.875,5.1531,5.7,5.6778,6.2294,6.242,8.45
1/25/2011,3.5,3.5,2.7379,4.125,5.175,5.3,6,5.725,6.2891,6.1684,8.65
1/24/2011,3.45,3.45,3.25,3.215,5.05,5.25,5.2237,5.7371,6.2821,6.2094,8.6
1/21/2011,3.3122,3.5,3,4,5.125,5.25,5.0936,5.6855,6.3484,6.2732,9.1
1/20/2011,3.1461,2.2459,2.6841,3.1153,5.25,5.625,5.1,5.2615,6.2176,6.3572,9
1/19/2011,2.5,1.5,2.0121,2.7,4.3,4.7,4.7804,5.1996,5.9563,6.1312,8.35
1/18/2011,2.4439,1.6,1.8,2.775,4.275,4.5,5,5.0583,5.8812,6.3937,8.375
1/17/2011,1.2456,1.1,1.65,2.6,4,4.25,4.6119,5.05,5.4451,6.25,8.125
1/14/2011,1.7768,1,1.545,2.545,3.675,4,4.575,4.9114,5.65,6.1271,8
1/13/2011,1,1,1.575,2.5631,3.7009,4,4.6003,4.7111,5.4616,5.8956,8
1/12/2011,1,1,1.3174,2.3015,3.7,4,4.4952,4.95,5.5214,5.9682,8
1/11/2011,1.25,1,1.3494,2.3848,3.75,4.05,4.5,4.874,5.5531,5.9992,8.25
1/10/2011,0.796,1,1.6,2.4,3.5002,4.05,4.6498,4.7671,5.3642,5.9273,8.25
1/7/2011,1.05,1,1.5,2.3,3.2507,4.095,4.375,4.7739,5.1492,5.9558,8.15
1/6/2011,0.6851,0.8,1.4,2.15,3.25,4,4.4,4.7265,5.0831,5.9005,8.1
1/5/2011,1.025,0.985,1.4,2.15,3.325,4,4.334,4.6889,4.9758,5.838,7.5373
1/4/2011,1.025,0.975,1.4,2.15,3.325,4,4.35,4.6662,4.9,5.843,7.5006
1/3/2011,1.05,0.975,1.4,2.15,3.225,3.975,4.335,4.634,4.9,5.8443,8.1
12/30/2010,1.25,1.195,1.5,2.45,3.425,4.1,4.37,4.7765,4.902,5.8881,8.1
